park_id,grid_x,grid_y,park_x,park_y,park_lat,park_lng,urban_score,is_city,capacity,type,access
node/12559912893,20,151,20.419564516150203,151.2184231029272,43.0475187,141.35195,0.7129680123286545,1,40,underground,yes
node/12565601914,20,151,20.44582262372595,151.24231665105717,43.0476508,141.3520701,0.7129680123286545,1,29,underground,yes
node/12824888198,20,150,20.443372910070707,150.03652243369132,43.0475609,141.3459712,0.6923413800213315,1,24,multi-storey,customers
node/13566445658,24,152,23.684808930248725,151.80688344471565,43.063792,141.3548326,2.849137849029936,1,30,surface,yes
way/32530626,35,167,35.30830499484926,166.6222954011119,43.122541,141.4294356,0.168293014673719,1,38,surface,yes
way/32530651,35,165,34.84994122833656,165.22543836054058,43.1201719,141.4223834,0.020544960747575065,0,75,surface,yes
way/38562425,36,165,36.44720078713005,164.64897441216723,43.1280766,141.4194217,0.0757188651238724,0,79,surface,yes
way/38562437,34,167,34.41382709797138,166.71230774974504,43.1180993,141.4299166,0.23131149267027482,1,33,surface,yes
way/83806531,26,161,26.251818170012942,160.98191513278266,43.077147,141.4011666,0.3143339110933511,1,26,surface,customers
way/104291194,30,167,29.922949544763767,166.5452878237134,43.0957591,141.4292009,0.0010368047576717297,0,60,surface,yes
way/104301761,29,161,29.285936466989583,160.60070502918637,43.0922086,141.3991512,0.4435558400271881,1,34,surface,customers
way/104588231,30,157,29.974892271099332,157.2447305200639,43.0954179,141.3821567,0.8484886651106135,1,33,surface,customers
way/114549919,22,158,22.332307046173536,158.1613491078052,43.0574767,141.3870127,1.3731406668340949,1,35,multi-storey,customers
way/114939600,22,157,21.562140231973288,157.43999649808245,43.0536008,141.3833862,1.390188239162167,1,38,multi-storey,yes
way/114954878,22,158,22.382798394817538,158.47549203977934,43.057748,141.3886002,1.3731406668340949,1,40,surface,customers
way/114954881,22,158,22.429019059435003,158.3045623513688,43.0579668,141.3877343,1.3731406668340949,1,20,surface,customers
way/114954882,22,158,22.126693694023533,157.86728126133355,43.0564354,141.3855312,1.3731406668340949,1,40,surface,customers
way/114954884,22,158,21.941898498366548,157.98882761710365,43.0555244,141.3861513,1.3731406668340949,1,35,surface,customers
way/115307735,21,158,21.313991537105682,158.00688794319137,43.0524035,141.3862607,0.7157799834310143,1,39,surface,customers
way/115349390,22,158,21.606026344181494,158.1535243981963,43.053865,141.386994,1.3731406668340949,1,27,surface,yes
way/115572963,23,158,22.607247881244493,158.421153351611,43.0588605,141.3883189,0.7025294371263852,1,33,surface,yes
way/115572965,22,158,22.251414660185752,157.74572958646183,43.0570477,141.3849128,1.3731406668340949,1,40,surface,yes
way/115572969,23,159,22.70987301007316,158.56279879401052,43.0593799,141.3890324,1.3805929766564404,1,28,surface,yes
way/116777560,24,151,23.980171106867125,151.31362848503042,43.0652288,141.3523292,3.7294350200776454,1,39,multi-storey,yes
way/116777883,24,151,23.761613555374836,151.28735697157904,43.0641404,141.3522026,3.7294350200776454,1,22,multi-storey,yes
way/127095003,14,162,13.943499132570631,162.26546902079255,43.0160306,141.4080127,0.19833855831901284,1,25,surface,yes
way/127095005,13,162,13.469759356016587,162.2983239179566,43.0136772,141.4081925,0.03044228100319122,0,83,surface,yes
way/154413677,24,151,24.08151885044449,150.51122742970654,43.065681,141.3482677,3.7294350200776454,1,40,multi-storey,yes
way/154415715,19,175,18.515839157958812,175.11192280212796,43.0395931,141.4728593,1.2211274809639827,1,26,surface,yes
way/154431782,23,149,22.531343353086733,148.57260348842928,43.0578483,141.3385066,0.4917276826119895,1,29,surface,yes
way/154444589,23,151,22.52499804654181,151.11623419849712,43.0579807,141.3513726,1.326877095786553,1,32,surface,yes
way/154444594,22,151,22.451543248303388,150.53800541151554,43.0575782,141.34845,1.5479449420273734,1,24,surface,yes
way/154444602,23,150,22.55228768227213,150.48185653116798,43.0580755,141.3481631,0.5699761119995308,1,33,surface,yes
way/154459470,18,173,17.501979087552087,172.65270659760054,43.0343935,141.4604496,1.5518739996771302,1,31,surface,customers
way/154467857,20,179,20.150073072691328,179.41260534756844,43.047996,141.4945654,0.2746744279048261,1,22,surface,yes
way/154467858,21,180,20.855426386436843,179.80449060795374,43.0515284,141.4965273,0.21253314646572796,1,25,surface,yes
way/154467875,21,179,21.319266092120465,179.01800877404128,43.053784,141.4925359,0.2815813208245304,1,30,surface,yes
way/154470764,27,152,26.768685268060498,152.45265563989096,43.0791672,141.3580103,1.984692977295159,1,34,surface,customers
way/154471854,21,172,20.772164088686303,172.35581472066613,43.0506343,141.4588539,0.8594280801191928,1,37,surface,yes
way/154471862,21,173,21.10932278437155,172.6426429082291,43.0523292,141.460295,0.18653301488946136,1,33,surface,customers
way/154489395,27,152,26.76770315289032,152.31121222145316,43.0791532,141.3572949,1.984692977295159,1,33,surface,customers
way/154490457,30,151,29.97699202121938,150.77448533536733,43.0950113,141.3494298,0.7917540676238688,1,176,surface,yes
way/154490724,31,155,31.351119391984753,154.67482069580998,43.1020951,141.3691184,0.6330108603589664,1,21,surface,customers
way/154490725,31,155,31.170337863145832,154.72877490530897,43.1011997,141.3693965,0.6330108603589664,1,39,surface,yes
way/154493824,25,155,25.413328788983993,154.81819825859765,43.0725806,141.3700143,2.2712273267936425,1,21,surface,customers
way/154511753,27,153,26.83395429847411,153.0727908111488,43.0795317,141.3611451,3.390391697517388,1,40,surface,customers
way/154685747,30,155,30.35531868941352,154.85939263229912,43.0971557,141.3700806,0.46816074421929493,1,23,surface,customers
way/154685751,30,155,30.44047861130591,154.52225655314118,43.0975574,141.3683729,0.46816074421929493,1,29,surface,yes
way/154698661,29,156,29.004687569883558,155.6300992521117,43.0904898,141.3740177,0.5035052488435107,1,170,surface,yes
way/154709780,25,152,24.53784202955643,152.0468812393936,43.0680489,141.356022,5.7809547072218885,1,207,surface,yes
way/154853691,26,157,25.80467202145036,156.84398776570384,43.074657,141.3802496,1.84506415670126,1,40,surface,customers
way/154857384,27,153,26.86100142655627,153.43144219171575,43.0796893,141.3629584,3.390391697517388,1,21,surface,customers
way/154859797,27,152,27.21985567719694,152.49766692133292,43.0814134,141.358225,1.984692977295159,1,28,surface,customers
way/154876491,28,156,27.94531004183074,155.6768261198488,43.0852254,141.3742845,0.6130306674518786,1,33,surface,customers
way/154876496,28,156,27.920758292967065,155.76177862551432,43.0851088,141.3747149,0.6130306674518786,1,25,surface,yes
way/155013318,31,155,31.086400263441053,154.54186247400648,43.1007703,141.3684535,0.6330108603589664,1,31,surface,customers
way/155275124,32,154,31.66160478901162,153.90237423434505,43.1035891,141.3652024,0.3525825159898803,1,37,surface,customers
way/155371024,33,157,32.92152925602426,157.13615207757368,43.1100621,141.3815228,1.2957139399900222,1,22,surface,yes
way/155426508,34,155,33.55409610510333,154.8099768961189,43.1130574,141.3697387,0.29431213373791204,1,141,surface,yes
way/155518215,34,156,34.363346699371576,155.5960033128157,43.1171318,141.3736912,0.3713230512239046,1,26,surface,yes
way/155569425,35,154,35.277978761814666,153.7014781208839,43.1215574,141.3640823,0.5205420034712953,1,35,surface,customers
way/155572854,29,149,29.037843953861067,149.10680850449344,43.0902342,141.3410216,0.6157360991414209,1,24,surface,customers
way/155572858,29,148,28.923234494070357,148.13959936378203,43.089602,141.3361327,0.27608646637932094,1,32,surface,customers
way/155781151,23,152,23.323167866242557,151.585692422344,43.0619796,141.3537242,1.1144881857630178,1,36,surface,yes
way/155793108,22,151,21.881085209123427,150.80979015905243,43.0547593,141.3498411,1.5479449420273734,1,31,multi-storey,yes
way/155801646,27,162,26.6949273173976,161.5169111037969,43.0793847,141.4038599,0.6495404834930205,1,38,surface,customers
way/155910358,31,149,30.99398411559112,148.91948967787388,43.0999484,141.3400179,0.32950694674235886,1,142,surface,yes
way/155911629,32,149,32.391374317857796,149.04251521510253,43.1069044,141.3406,0.38316924804141467,1,84,surface,yes
way/155911630,33,149,32.50951209941153,149.0766184614171,43.107494,141.3407691,0.9936427470248053,1,58,surface,yes
way/155919129,30,161,29.76350021198063,160.64831784698794,43.0945862,141.3993783,0.4148086434330986,1,35,surface,customers
way/155919132,30,161,30.010693558161254,160.50885821483087,43.0958063,141.3986658,0.4148086434330986,1,24,surface,customers
way/155923072,31,162,31.008282435099,161.54698047525284,43.1008334,141.403888,0.7296864112042163,1,36,surface,customers
way/155923073,31,161,31.14689022379279,161.30832823441267,43.1015072,141.4026769,0.4739357441528821,1,39,surface,customers
way/155923074,31,161,31.119626181368787,161.141725823338,43.1013609,141.401835,0.4739357441528821,1,36,surface,customers
way/155923075,31,161,31.20757819529457,161.35562797050952,43.101812,141.4029144,0.4739357441528821,1,27,surface,customers
way/155986797,42,161,42.40806719237888,160.8513175062375,43.1574703,141.4000416,0.05282353900991375,0,115,surface,customers
way/155986801,42,160,42.426764763412876,160.4655044827826,43.1575384,141.3980896,0.027953018322736528,0,107,surface,customers
way/155986810,42,160,42.241342100046026,160.39497729977805,43.1566119,141.3977382,0.027953018322736528,0,95,surface,customers
way/160440213,10,172,10.138923888347868,172.0865480443138,42.9977466,141.4577976,0.3515926770557214,1,25,surface,customers
way/160440214,10,172,9.96444232156592,172.37594486868963,42.9968977,141.4592664,0.3515926770557214,1,23,surface,customers
way/160440215,10,172,10.422090745669177,172.41614920477278,42.9991758,141.4594566,0.3515926770557214,1,25,surface,customers
way/160440218,10,173,10.385354211125385,172.62963927263527,42.9990069,141.4605375,0.31199647607045555,1,23,surface,yes
way/161618556,20,155,20.07607492456613,155.40258807796036,43.0460805,141.3731236,0.8614153391076836,1,21,surface,yes
way/161769312,17,157,17.137202090595963,156.85931844841147,43.0315618,141.3805763,0.20479402104520067,1,33,surface,yes
way/162570461,14,152,13.86500784430849,152.19446706442892,43.0149912,141.3570753,0.922663927185089,1,34,surface,customers
way/162680904,27,150,27.362696693023064,149.97760728534357,43.0819612,141.3454743,0.33300375325667975,1,28,surface,yes
way/164455666,4,141,4.452375818192721,140.5175859904889,42.9674373,141.2982836,0.06025049605818849,0,82,surface,yes
way/165310968,11,148,10.692472749894144,147.8224882491011,42.998935,141.3350528,0.12204468160731662,0,65,surface,yes
way/165922211,21,152,20.61655957338188,152.05320346138112,43.048552,141.3561667,0.6078531796740168,1,29,surface,yes
way/167061501,22,148,22.225335746789096,147.77241476524907,43.0562752,141.334468,0.5440504369215231,1,30,surface,yes
way/167924985,27,139,26.51807724385742,138.54789596524316,43.0770249,141.2876865,0.5380868059784357,1,40,surface,customers
way/168385347,20,132,19.85160497232323,132.47041144824428,43.0434863,141.2571379,0.004458403216771991,0,60,surface,yes
way/168385349,20,133,20.137306584564083,132.6339551902744,43.0449174,141.2579569,0.004295533199001068,0,79,surface,yes
way/168589923,26,145,26.368505106450264,145.3153821813123,43.0767174,141.3219211,0.8638016438187004,1,39,surface,yes
way/168589925,26,146,26.033495383035323,145.5128435081572,43.0750644,141.3229295,0.7128771085664853,1,37,surface,yes
way/168967993,30,136,30.17193295090928,136.20029959368682,43.0950412,141.2757072,0.21077354031687237,1,31,surface,customers
way/168968001,31,137,30.52316039036362,136.54216960301875,43.0968096,141.2774263,0.8196506359030663,1,31,surface,customers
way/168968005,30,136,30.339660001005814,136.14338470586418,43.0958715,141.2754145,0.21077354031687237,1,30,surface,customers
way/169117799,36,124,35.935226225059864,124.06611796427836,43.1229152,141.2141662,0.2733545681530417,1,22,surface,yes
way/169232411,36,130,35.51056785049007,130.06992928777376,43.1211907,141.244546,0.4914827843474844,1,28,surface,yes
way/169232413,36,130,35.53661346045314,130.39103088194818,43.1213409,141.2461694,0.4914827843474844,1,25,surface,yes
way/169316939,39,127,38.6014095162924,127.20266956451215,43.1363741,141.2299544,0.28886584509386243,1,20,surface,yes
way/169405442,39,128,39.43244587209213,128.13573404806465,43.1405663,141.23465,0.1625206119307921,1,22,surface,customers
way/169405447,40,128,39.70133603838149,127.6459466346475,43.1418717,141.2321649,0.2349194821364593,1,22,surface,customers
way/169405452,40,128,39.8872999046863,127.74298907393407,43.1428026,141.2326504,0.2349194821364593,1,25,surface,customers
way/169405458,39,128,39.49605840105483,127.83331105183974,43.1408631,141.2331185,0.1625206119307921,1,38,surface,customers
way/170060696,39,151,39.174582895529696,150.9755104448386,43.1407563,141.3501822,0.18819561415186975,1,38,surface,customers
way/170113051,43,148,42.86402500112259,148.2347435716249,43.1589242,141.3362132,0.03958538757734537,0,100,surface,customers
way/170698993,30,153,29.563027546925884,152.9497099241817,43.0930932,141.3604441,0.5530855726477034,1,36,surface,customers
way/170704232,8,169,8.237362188761216,168.7136564572239,42.9880743,141.440792,0.0643929799102126,0,90,surface,yes
way/170705719,13,172,12.720623388059721,171.601482689564,43.010552,141.4552699,0.3844495967506483,1,32,surface,yes
way/170705720,13,154,12.616901415971805,153.67774976244522,43.008881,141.3646137,0.23278869611938577,1,21,surface,yes
way/170707012,23,134,23.35655618250791,133.74672362109547,43.0609958,141.2634928,0.023862682845646938,0,76,surface,customers
way/170707013,23,135,22.603423737330626,134.74442982382203,43.0573154,141.2685609,0.05085526004268694,0,80,surface,yes
way/170707017,23,134,23.358143501251647,133.92525985309962,43.0610152,141.2643958,0.023862682845646938,0,99,surface,customers
way/170707025,23,135,22.541105807572816,134.90354414749012,43.0570158,141.2693675,0.05085526004268694,0,82,surface,yes
way/171000290,30,185,29.657727142356208,185.41784330433384,43.0956568,141.5246669,0.20345088449359947,1,33,surface,yes
way/171732092,30,187,30.029355298083964,186.80019015201492,43.0975937,141.5316482,0.1981530362425569,1,38,surface,customers
way/171732093,30,187,30.10144581749452,187.04304495311297,43.0979678,141.5328745,0.1981530362425569,1,32,surface,yes
way/172097106,26,187,26.358912708718766,187.41437690379522,43.0793832,141.5348603,0.2683954933056573,1,33,surface,yes
way/182522746,36,126,36.446768362106184,126.33626145267215,43.125605,141.225634,0.04177523440983131,0,60,surface,yes
way/182522747,37,126,36.537965740769536,126.39445016808597,43.1260622,141.2259257,0.13137941504273967,1,24,surface,yes
way/184694524,29,187,28.55599646471347,186.76295182142857,43.0902655,141.5315022,0.09366708802081565,0,78,surface,yes
way/184694526,30,189,30.368727317250457,189.41259002819774,43.0994495,141.5448521,0.2661287369020115,1,24,surface,yes
way/184694530,28,187,28.093149905896006,187.20907114211772,43.0879929,141.533772,0.01815264801173335,0,87,surface,yes
way/184694532,29,185,29.4698859317715,184.75970467573887,43.0946804,141.5213434,0.17297292039130546,1,31,surface,yes
way/184694533,33,186,33.260181073155856,185.58329369733832,43.1135795,141.5254002,0.11121308578118923,0,104,surface,customers
way/184694534,32,187,32.39659116165853,186.8341061653495,43.1093662,141.5317517,0.23917588173173696,1,26,surface,yes
way/184694537,33,187,32.52930853451877,186.59061622717996,43.1100104,141.5305163,0.34331301707021655,1,31,surface,yes
way/184696514,27,180,26.671067177026124,180.44848895388847,43.0804863,141.4996175,0.20058144152135662,1,33,surface,yes
way/184696596,33,186,32.71667539819563,186.47703220985025,43.1109347,141.5299364,0.11121308578118923,0,81,surface,yes
way/184696917,31,190,30.5794752680095,189.99786632074412,43.1005351,141.5478064,0.20574811255702724,1,33,surface,yes
way/184706565,29,185,28.508276389580054,184.5951269849172,43.0898885,141.5205386,0.17297292039130546,1,36,surface,yes
way/184706844,31,187,30.558180978815663,187.34453043543158,43.1002582,141.5343863,0.9298435859962285,1,26,surface,customers
way/184709571,32,189,31.857008379471985,189.0247890663646,43.1068245,141.5428478,0.7970381759152524,1,29,surface,yes
way/185048102,29,182,28.835747936599216,181.8793413092417,43.0913417,141.5067926,0.35709911892128887,1,34,surface,yes
way/185051355,30,190,30.203306510857825,190.22868373399368,43.0986796,141.5489847,0.15382362908068178,1,30,surface,yes
way/185054166,29,185,29.00051128262587,184.6109729791149,43.092337,141.5206046,0.17297292039130546,1,23,surface,yes
way/185282164,25,180,25.391376045786373,179.61146991359644,43.0740695,141.4954206,0.25659227046206706,1,34,surface,yes
way/185282165,25,180,25.262087684521298,179.85729248295598,43.0734425,141.4966677,0.25659227046206706,1,97,surface,yes
way/185917927,24,176,23.702458076952734,176.43092759522062,43.0654669,141.4793818,0.34980741130760046,1,25,surface,yes
way/186421865,29,183,29.457591284340825,182.54779535102054,43.0944767,141.5101558,0.28115430986185025,1,35,surface,yes
